1530	1.03	0.15
1595	3.75	1.25
2310	2.25	0.32
2365	3.60	0.50
3000	3.70	0.70
4500	6.10	1.80
6100	7.40	1.50
8100	9.30	1.60
12500	11.50	1.30
12500	11.70	2.60
16000	11.50	1.50
21200	10.00	0.80
22000	9.00	1.20
36000	5.60	1.00
45000	4.40	0.80
150000	1.90	0.40
160000	2.20	0.20
240000	2.86	0.19
700000	6.60	0.70
1000000	8.35	0.95
1600000	14.60	7.10
2500000	10.13	2.60
3500000	6.46	1.74
5000000	2.80	0.93
8500000	0.24	0.03
